customer_id,name,city,customer_segment,customer_segment_name,salary_delay_days,savings_wow_delta_pct,atm_withdrawal_count_7d,atm_withdrawal_amount_7d,discretionary_spend_7d,lending_upi_count_7d,lending_upi_amount_7d,failed_autodebit_count,utility_payment_delay_days,gambling_spend_7d,credit_utilization,net_cashflow_7d,round_number_withdrawal_count_7d,weekend_spend_ratio,net_cashflow_trend_slope,expected_risk_profile
SIM-0450,Arjun Rao,Surat,4,student,22.57,-13.38,12,19248.99,6405.03,11,17819.21,2,8.42,4413.6,0.9101,-4263.25,9,0.6087,-367.7186,HIGH
SIM-0451,Amit Patel,Hyderabad,2,farmer,3.16,1.63,2,5176.33,4099.78,1,2074.39,1,5.88,425.84,0.4341,-1098.86,1,0.4134,-78.8805,MEDIUM
SIM-0452,Pooja Khan,Hyderabad,1,self-employed,1.43,-6.04,2,6130.83,3027.15,3,4041.3,1,5.29,759.5,0.5941,-600.92,2,0.5515,-6.061,MEDIUM
SIM-0453,Priya Mehta,Mumbai,5,other,1.41,13.88,0,1223.32,2431.17,0,836.86,0,1.82,88.52,0.1525,7085.97,2,0.3253,102.9191,LOW
SIM-0454,Sneha Mehta,Lucknow,2,farmer,10.28,-34.94,7,6100.84,11684.43,3,11441.88,5,12.61,2147.65,0.8334,-12421.5,5,0.7074,-374.8603,HIGH
SIM-0455,Kavita Desai,Ahmedabad,5,other,1.85,-10.56,2,4721.49,2025.67,2,2039.4,0,4.41,679.66,0.4728,1124.46,4,0.5255,-47.9395,MEDIUM
SIM-0456,Deepak Rao,Chennai,1,self-employed,1.73,9.05,0,952.99,386.99,1,648.22,0,0.61,106.84,0.2522,13034.82,0,0.3624,96.5159,LOW
SIM-0457,Nisha Mehta,Ahmedabad,2,farmer,0.42,1.18,1,2047.22,738.19,1,750.14,0,0.83,45.98,0.1077,19056.45,1,0.2474,325.695,LOW
SIM-0458,Arjun Desai,Jaipur,3,freelancer,0.73,5.32,1,793.94,1472.09,1,91.8,0,0.25,173.28,0.1607,15770.9,1,0.1581,382.0722,LOW
SIM-0459,Amit Malhotra,Delhi,1,self-employed,0.13,6.0,0,825.74,892.1,0,827.53,0,0.56,127.91,0.2501,8723.81,2,0.1541,157.6781,LOW
SIM-0460,Suresh Singh,Surat,3,freelancer,1.7,8.82,0,209.0,2031.67,1,400.28,0,1.17,13.62,0.1616,4300.55,2,0.2576,353.5236,LOW
SIM-0461,Anjali Joshi,Lucknow,3,freelancer,1.85,1.8,2,2326.81,5680.98,2,3704.38,0,4.22,645.28,0.4183,1257.35,4,0.457,-63.0235,MEDIUM
SIM-0462,Deepak Iyer,Surat,0,salaried,0.71,14.3,0,1882.5,1461.93,0,514.48,0,0.86,55.97,0.2218,16057.83,1,0.1612,323.3208,LOW
SIM-0463,Amit Joshi,Nagpur,4,student,4.11,-4.98,4,6025.58,1613.86,3,1848.27,0,3.63,434.47,0.5368,1485.15,4,0.5231,-127.6438,MEDIUM
SIM-0464,Kavita Khan,Chennai,0,salaried,5.01,-3.29,5,1056.94,4980.17,3,4452.56,1,5.19,216.41,0.6103,-1126.57,4,0.4366,33.4938,MEDIUM
SIM-0465,Amit Patel,Jaipur,1,self-employed,3.6,-6.59,5,1611.25,3813.76,3,3365.46,1,1.33,391.23,0.6,1476.98,2,0.4642,-137.9233,MEDIUM
SIM-0466,Pooja Singh,Bangalore,5,other,28.55,-22.3,14,6105.98,11562.2,8,8392.32,5,8.59,903.8,0.9532,-14648.29,6,0.7271,-467.5697,HIGH
SIM-0467,Kavita Bose,Mumbai,4,student,22.7,-13.5,11,18471.42,12085.45,7,12914.38,3,8.23,2928.97,0.8889,-12964.44,5,0.6594,-120.979,HIGH
SIM-0468,Amit Singh,Kolkata,3,freelancer,0.98,7.83,0,317.7,1081.79,1,838.15,0,1.37,197.22,0.1522,16656.08,2,0.3094,279.8053,LOW
SIM-0469,Priya Mehta,Chandigarh,5,other,1.74,4.83,2,2561.83,2336.9,1,491.0,0,1.76,168.91,0.0516,13582.95,2,0.3825,279.2683,LOW
SIM-0470,Priya Malhotra,Jaipur,3,freelancer,3.59,-2.85,4,5922.89,4962.59,3,4855.77,1,3.42,375.0,0.5098,-2135.83,4,0.5124,-16.4684,MEDIUM
SIM-0471,Mohit Kumar,Bangalore,2,farmer,1.39,13.56,0,2270.93,414.28,0,67.22,0,1.77,174.05,0.3536,15336.21,2,0.3906,373.4668,LOW
SIM-0472,Arjun Verma,Chennai,4,student,1.33,7.31,0,683.3,1642.82,0,57.76,0,0.28,93.11,0.187,11339.64,2,0.3443,144.1028,LOW
SIM-0473,Amit Verma,Chennai,0,salaried,29.63,-18.14,12,12935.52,6579.16,6,16761.07,4,8.57,4572.81,0.8766,-6303.5,5,0.827,-115.931,HIGH
SIM-0474,Vikram Kumar,Bangalore,4,student,16.58,-18.12,7,16829.26,10146.24,9,4972.55,2,7.64,3864.6,0.9067,-4955.86,9,0.7509,-344.508,HIGH
SIM-0475,Rahul Rao,Hyderabad,0,salaried,16.29,-11.28,6,12151.28,7862.96,3,19953.3,3,18.64,1638.43,0.9455,-9210.22,9,0.6625,-125.6287,HIGH
SIM-0476,Meera Malhotra,Pune,4,student,1.47,10.3,1,2582.48,393.37,0,966.82,0,1.59,99.6,0.1606,1539.23,0,0.3653,157.1668,LOW
SIM-0477,Rahul Verma,Lucknow,2,farmer,24.11,-30.27,13,23755.63,10881.75,4,3814.36,3,6.3,4155.87,0.8996,-7497.09,7,0.7807,-384.394,HIGH
SIM-0478,Sneha Singh,Jaipur,4,student,5.1,-12.26,4,2307.54,2053.07,2,3013.0,0,2.88,24.14,0.5157,-1855.61,3,0.5606,-1.075,MEDIUM
SIM-0479,Rajan Joshi,Bangalore,0,salaried,2.47,-12.41,6,6705.3,5225.16,2,866.98,1,0.69,282.35,0.5435,110.35,4,0.5068,46.8402,MEDIUM
SIM-0480,Sneha Patel,Kolkata,0,salaried,8.06,-22.23,9,13463.77,4014.0,6,11936.77,5,11.98,2243.33,0.8348,-9849.43,9,0.7392,-146.5684,HIGH
SIM-0481,Deepak Nair,Kolkata,3,freelancer,0.62,13.59,1,917.58,1187.56,1,68.38,0,1.62,46.64,0.0974,7527.11,0,0.2323,176.1766,LOW
SIM-0482,Meera Rao,Chennai,5,other,3.44,-9.36,5,2438.15,4825.92,2,678.8,0,0.15,697.06,0.5928,-2906.91,4,0.4743,-68.3813,MEDIUM
SIM-0483,Amit Sharma,Mumbai,5,other,25.08,-17.43,11,18767.44,12061.0,11,6827.65,4,18.17,4349.96,0.9669,-12375.49,8,0.6234,-212.0808,HIGH
SIM-0484,Vikram Nair,Ahmedabad,5,other,0.07,1.0,2,2120.73,1909.52,0,22.06,0,0.31,114.19,0.1316,15241.64,0,0.3239,126.6649,LOW
SIM-0485,Nisha Patel,Mumbai,5,other,0.87,17.7,0,2639.87,1358.9,1,52.64,0,0.47,144.95,0.1148,4844.22,1,0.3974,283.4461,LOW
SIM-0486,Rahul Khan,Mumbai,1,self-employed,9.18,-36.75,10,9422.7,7976.25,10,11111.2,3,14.84,3691.86,0.9671,-8731.64,3,0.5626,-364.1548,HIGH
SIM-0487,Deepak Malhotra,Bangalore,1,self-employed,2.07,-12.33,3,3032.44,5835.19,2,2570.94,0,3.59,759.0,0.6279,-2460.99,3,0.3895,28.0965,MEDIUM
SIM-0488,Priya Patel,Jaipur,2,farmer,2.19,-12.27,2,6697.94,5213.0,2,1986.12,1,4.65,227.91,0.5167,570.74,3,0.5334,-134.2019,MEDIUM
SIM-0489,Sneha Malhotra,Bangalore,3,freelancer,0.2,9.19,1,1886.57,279.35,0,404.7,0,0.92,37.79,0.0868,10933.7,2,0.3809,202.6681,LOW
SIM-0490,Amit Patel,Delhi,2,farmer,0.87,19.1,2,715.65,925.36,1,497.99,0,1.48,116.93,0.0593,14468.46,2,0.2957,332.3585,LOW
SIM-0491,Rahul Kumar,Kolkata,2,farmer,25.28,-16.94,14,16087.37,5281.36,8,17002.84,3,16.56,2694.75,0.8766,-13063.26,3,0.8174,-436.7176,HIGH
SIM-0492,Rajan Nair,Surat,5,other,1.69,18.42,2,2454.1,1717.08,1,422.77,0,0.13,91.38,0.2949,10629.92,0,0.3622,319.3362,LOW
SIM-0493,Anjali Rao,Mumbai,3,freelancer,10.64,-32.54,9,16714.91,5230.16,6,5465.97,2,11.65,1267.55,0.8272,-12603.71,5,0.6865,-271.9473,HIGH
SIM-0494,Priya Bose,Chandigarh,0,salaried,5.15,1.77,5,3794.81,2596.14,1,4671.1,0,3.7,52.46,0.5448,-2156.24,2,0.4136,-71.13,MEDIUM
SIM-0495,Mohit Malhotra,Hyderabad,1,self-employed,0.35,18.63,0,637.06,1491.35,1,637.71,0,0.61,37.29,0.0941,16132.1,0,0.332,218.545,LOW
SIM-0496,Arjun Sharma,Surat,2,farmer,0.96,9.56,1,2589.37,1671.99,1,916.65,0,0.44,95.23,0.3836,10401.11,1,0.312,173.4105,LOW
SIM-0497,Rajan Kumar,Hyderabad,1,self-employed,6.19,-5.16,6,3207.74,3420.22,1,4673.92,0,0.78,664.22,0.6721,1939.78,2,0.4575,-141.2284,MEDIUM
SIM-0498,Anjali Mehta,Delhi,4,student,1.15,18.84,0,751.98,1749.87,1,675.1,0,0.93,134.52,0.1722,18020.73,2,0.1711,385.9458,LOW
SIM-0499,Sneha Patel,Hyderabad,3,freelancer,2.8,4.46,3,5807.29,4306.07,2,4917.87,1,1.92,307.85,0.641,-1953.17,2,0.457,-94.1005,MEDIUM
SIM-0500,Rahul Gupta,Delhi,2,farmer,1.9,13.49,1,2805.51,312.62,1,654.55,0,0.8,65.62,0.3001,6518.0,1,0.2476,187.837,LOW
SIM-0501,Nisha Desai,Bangalore,1,self-employed,4.65,-8.81,4,1683.21,5993.86,1,3152.32,0,1.47,185.0,0.6691,-2469.32,1,0.4816,-35.7299,MEDIUM
SIM-0502,Anjali Bose,Delhi,2,farmer,25.15,-26.73,6,12065.96,14243.06,5,13074.39,2,13.99,4392.9,0.9873,-9727.14,8,0.5611,-416.5205,HIGH
SIM-0503,Kavita Joshi,Hyderabad,0,salaried,1.31,12.32,2,2192.04,1077.81,0,657.75,0,1.7,116.08,0.282,6868.25,2,0.2214,305.9458,LOW
SIM-0504,Deepak Rao,Chandigarh,2,farmer,0.22,18.02,1,549.08,2061.31,1,869.87,0,1.31,105.45,0.2426,8490.29,2,0.1807,214.4382,LOW
SIM-0505,Deepak Verma,Chandigarh,5,other,3.84,1.83,4,3508.71,5537.55,3,4494.14,1,4.65,10.72,0.4137,-2117.62,4,0.4687,-140.6645,MEDIUM
SIM-0506,Mohit Singh,Bangalore,5,other,2.19,1.26,3,6525.46,2659.62,1,4851.49,0,5.79,201.2,0.4978,758.78,1,0.4689,-106.0564,MEDIUM
SIM-0507,Kavita Sharma,Surat,3,freelancer,1.15,9.17,1,1429.75,662.19,0,309.89,0,1.44,29.81,0.2389,16757.73,2,0.2465,333.3997,LOW
SIM-0508,Rajan Desai,Ahmedabad,2,farmer,1.28,0.35,6,6072.61,3409.35,1,4631.54,0,3.69,17.58,0.582,-289.6,2,0.5859,-90.638,MEDIUM
SIM-0509,Rajan Verma,Mumbai,4,student,4.44,-10.61,5,4621.02,2736.15,2,1194.02,1,5.39,110.75,0.6603,1403.69,2,0.4841,-41.8634,MEDIUM
SIM-0510,Sneha Gupta,Chandigarh,4,student,2.95,-6.44,2,4246.8,2394.33,2,4380.35,1,3.1,251.31,0.6606,1549.49,4,0.3522,37.174,MEDIUM
SIM-0511,Anjali Iyer,Ahmedabad,1,self-employed,6.23,2.81,5,7150.5,2289.39,1,3395.58,0,1.42,57.4,0.4271,-724.97,3,0.5121,-59.286,MEDIUM
SIM-0512,Meera Gupta,Kolkata,4,student,6.36,-4.39,6,7968.49,2549.21,2,1751.27,1,4.21,650.27,0.6718,677.95,4,0.497,-67.749,MEDIUM
SIM-0513,Vikram Sharma,Lucknow,3,freelancer,0.98,4.53,1,488.72,217.13,1,492.31,0,0.18,100.77,0.2843,6159.63,1,0.3236,180.5694,LOW
SIM-0514,Amit Rao,Jaipur,4,student,1.85,16.31,1,500.7,1607.79,0,189.85,0,0.99,181.36,0.3984,10354.25,1,0.2594,258.8558,LOW
SIM-0515,Amit Gupta,Hyderabad,0,salaried,0.99,11.29,1,4.18,1384.62,0,355.52,0,1.71,77.84,0.1293,10782.36,1,0.3542,247.2963,LOW
SIM-0516,Nisha Rao,Mumbai,3,freelancer,1.45,0.16,2,5067.94,5111.03,3,4371.31,0,0.32,214.31,0.5714,-48.48,2,0.4893,-24.6886,MEDIUM
SIM-0517,Amit Desai,Bangalore,4,student,5.91,-6.02,4,5271.76,4663.99,3,4059.99,1,2.23,545.45,0.5504,-2097.43,4,0.5542,-6.3038,MEDIUM
SIM-0518,Anjali Joshi,Kolkata,0,salaried,9.34,-30.56,11,8977.7,13145.5,10,4978.94,4,7.55,4449.72,0.9474,-13663.77,3,0.666,-144.3712,HIGH
SIM-0519,Deepak Rao,Lucknow,3,freelancer,2.03,-4.37,2,7222.54,4605.43,2,2577.47,1,2.57,518.11,0.6242,-2280.59,2,0.4115,-84.8764,MEDIUM
SIM-0520,Meera Singh,Pune,0,salaried,2.71,-2.28,6,3172.66,3959.18,2,1265.67,0,1.12,370.0,0.5508,1782.79,3,0.5405,-22.9098,MEDIUM
SIM-0521,Sneha Kumar,Jaipur,2,farmer,9.33,-11.67,13,20967.19,5776.89,8,10253.89,4,6.67,3323.05,0.8631,-10774.38,6,0.6359,-473.4361,HIGH
SIM-0522,Arjun Verma,Ahmedabad,0,salaried,0.96,1.63,2,2781.26,1102.04,1,221.19,0,0.31,114.36,0.3817,12902.54,0,0.2594,157.2575,LOW
SIM-0523,Amit Iyer,Hyderabad,5,other,0.62,7.39,1,2077.61,1539.48,0,884.6,0,0.3,7.27,0.0955,9243.6,0,0.2827,184.8384,LOW
SIM-0524,Anjali Rao,Jaipur,2,farmer,2.15,-10.06,4,2868.25,4048.94,3,1387.97,1,5.55,627.53,0.5799,810.06,1,0.405,-50.1924,MEDIUM
SIM-0525,Anjali Nair,Chandigarh,3,freelancer,3.1,4.48,4,2117.45,3051.52,3,4119.0,1,6.51,117.73,0.6742,1042.66,1,0.3846,-141.2663,MEDIUM
SIM-0526,Pooja Sharma,Surat,1,self-employed,1.86,3.53,2,1944.42,789.22,1,896.01,0,1.55,192.98,0.1763,19084.49,0,0.2448,228.878,LOW
SIM-0527,Anjali Bose,Lucknow,5,other,8.99,-34.74,14,19155.62,11621.63,4,15162.77,4,13.43,2657.7,0.7658,-8342.66,9,0.6786,-361.6653,HIGH
SIM-0528,Nisha Mehta,Surat,1,self-employed,0.0,7.89,1,1880.47,2231.36,0,539.1,0,1.2,7.44,0.342,5665.93,0,0.3665,121.1333,LOW
SIM-0529,Vikram Kumar,Nagpur,1,self-employed,3.12,-11.73,6,2924.69,3351.07,1,4121.69,0,6.49,722.41,0.673,-1760.7,2,0.4086,-95.5436,MEDIUM
SIM-0530,Rajan Khan,Chandigarh,5,other,0.84,1.51,1,191.08,1127.54,0,878.28,0,1.04,114.13,0.0982,14692.51,0,0.3292,103.0828,LOW
SIM-0531,Rahul Desai,Lucknow,0,salaried,1.91,15.69,1,416.47,1269.78,1,799.75,0,1.84,178.09,0.377,17237.17,2,0.2331,377.7264,LOW
SIM-0532,Mohit Khan,Delhi,5,other,0.61,19.45,2,860.03,2365.68,0,143.4,0,1.35,46.29,0.1324,3540.75,2,0.2739,67.7578,LOW
SIM-0533,Amit Kumar,Nagpur,0,salaried,5.63,-13.25,6,2866.69,4655.31,1,4475.05,0,1.76,245.29,0.6174,1560.35,4,0.4052,-136.2439,MEDIUM
SIM-0534,Priya Khan,Lucknow,4,student,1.99,-10.07,4,5146.17,4053.21,3,3465.39,0,5.77,327.59,0.6193,-2259.02,1,0.5001,-93.0623,MEDIUM
SIM-0535,Sneha Verma,Delhi,2,farmer,1.66,9.0,2,871.32,616.45,1,33.55,0,0.95,133.13,0.3569,15605.26,2,0.2335,237.6204,LOW
SIM-0536,Arjun Rao,Jaipur,3,freelancer,6.92,2.8,2,6292.2,4832.22,2,2194.92,1,6.3,633.12,0.6314,-2062.03,3,0.549,-112.0338,MEDIUM
SIM-0537,Amit Nair,Hyderabad,4,student,1.9,-11.55,3,2824.27,3318.54,1,1144.45,1,3.07,778.19,0.5641,-1781.66,4,0.4204,-128.1357,MEDIUM
SIM-0538,Priya Malhotra,Mumbai,3,freelancer,1.7,3.27,1,1233.96,330.82,0,686.65,0,1.36,101.7,0.1552,8697.46,0,0.3945,386.5054,LOW
SIM-0539,Nisha Joshi,Pune,0,salaried,1.86,15.37,2,1850.55,2058.79,0,541.87,0,1.07,151.56,0.2192,12356.42,0,0.2609,145.29,LOW
SIM-0540,Anjali Bose,Surat,1,self-employed,1.27,-10.52,3,4217.35,2350.69,1,748.34,1,0.09,438.69,0.6406,-992.82,1,0.4099,7.4835,MEDIUM
SIM-0541,Deepak Gupta,Jaipur,1,self-employed,4.99,2.66,3,7644.34,3053.62,2,4843.48,1,5.68,531.36,0.4664,1167.45,3,0.5018,-112.2352,MEDIUM
SIM-0542,Nisha Malhotra,Delhi,0,salaried,3.74,-6.75,5,3159.98,1931.92,1,3886.0,1,1.4,645.47,0.5639,-1308.24,4,0.4927,-44.1912,MEDIUM
SIM-0543,Arjun Mehta,Delhi,0,salaried,1.14,14.6,2,1330.14,906.58,1,2.72,0,1.52,141.17,0.2356,18214.9,0,0.1896,278.9364,LOW
SIM-0544,Suresh Kumar,Nagpur,4,student,4.54,-9.82,2,1123.13,5734.62,2,1635.7,1,0.83,619.11,0.4373,-262.99,4,0.3869,35.2029,MEDIUM
SIM-0545,Amit Desai,Jaipur,5,other,5.21,1.35,2,5241.48,4012.77,3,4887.55,1,2.42,515.28,0.4083,-339.06,1,0.5484,23.6827,MEDIUM
SIM-0546,Anjali Mehta,Delhi,4,student,1.04,0.9,2,906.89,2309.6,1,808.91,0,0.14,83.38,0.227,7886.57,1,0.2181,191.6538,LOW
SIM-0547,Rajan Mehta,Bangalore,0,salaried,0.19,11.59,0,2539.85,2390.03,0,282.15,0,0.4,40.38,0.3626,17282.28,1,0.2049,229.7532,LOW
SIM-0548,Anjali Sharma,Chennai,5,other,1.85,0.68,5,5695.14,2921.58,2,778.4,0,2.72,457.29,0.4471,-1574.16,2,0.5775,17.8086,MEDIUM
SIM-0549,Mohit Desai,Hyderabad,4,student,8.37,-23.8,8,8726.86,8754.95,7,6208.9,5,17.31,836.08,0.8106,-12597.75,8,0.8327,-283.0431,HIGH
SIM-0550,Suresh Khan,Ahmedabad,3,freelancer,1.48,1.63,2,678.14,1489.54,1,390.42,0,1.6,116.48,0.2346,7988.28,2,0.1567,335.1986,LOW
SIM-0551,Vikram Patel,Hyderabad,1,self-employed,0.86,11.92,2,1884.07,1592.81,0,464.53,0,1.72,132.64,0.222,16908.75,1,0.2937,95.0692,LOW
SIM-0552,Suresh Patel,Chandigarh,2,farmer,1.62,-10.43,6,4925.99,3866.69,3,1099.37,1,1.88,504.22,0.4713,-2964.6,1,0.5647,12.155,MEDIUM
SIM-0553,Mohit Gupta,Delhi,3,freelancer,1.34,4.56,0,1953.54,1296.64,1,701.55,0,1.49,186.5,0.3727,14054.86,0,0.3403,53.7366,LOW
SIM-0554,Arjun Desai,Bangalore,0,salaried,0.48,19.29,2,674.36,1121.45,0,894.37,0,1.7,198.12,0.2338,8606.66,0,0.3918,63.8741,LOW
SIM-0555,Anjali Kumar,Nagpur,0,salaried,2.74,-5.55,4,3431.58,5725.5,3,1906.18,1,3.73,358.67,0.4505,-2575.58,4,0.3955,-0.8928,MEDIUM
SIM-0556,Arjun Desai,Chandigarh,0,salaried,7.25,-18.12,9,16766.65,12816.67,3,5467.96,5,7.02,1753.59,0.8406,-11217.09,5,0.5956,-226.4438,HIGH
SIM-0557,Deepak Iyer,Hyderabad,0,salaried,1.66,6.7,2,2297.27,1969.31,1,428.16,0,1.91,157.73,0.1403,1058.9,2,0.2225,131.5329,LOW
SIM-0558,Anjali Nair,Mumbai,4,student,0.47,1.22,1,1773.34,778.73,0,184.7,0,1.49,94.97,0.0677,2696.18,0,0.2441,65.8395,LOW
SIM-0559,Deepak Sharma,Ahmedabad,2,farmer,1.94,5.74,0,2460.12,2249.53,0,133.69,0,1.71,51.07,0.2285,18896.56,0,0.2853,382.7294,LOW
SIM-0560,Pooja Patel,Nagpur,2,farmer,1.71,3.71,0,1227.32,2390.13,1,988.69,0,1.89,123.31,0.2255,17954.85,2,0.2725,97.2526,LOW
SIM-0561,Deepak Iyer,Hyderabad,2,farmer,3.93,-0.75,2,3587.75,5816.97,2,865.67,1,3.65,511.26,0.4644,-857.49,3,0.3988,21.6452,MEDIUM
SIM-0562,Kavita Mehta,Pune,0,salaried,0.05,7.01,0,2041.99,1176.4,1,286.66,0,0.83,20.32,0.1171,5792.75,0,0.2628,378.5097,LOW
SIM-0563,Suresh Sharma,Jaipur,1,self-employed,4.14,-3.32,2,1706.28,3517.96,3,771.24,1,4.11,263.21,0.6535,-607.84,4,0.4871,-28.3109,MEDIUM
SIM-0564,Amit Verma,Chandigarh,0,salaried,3.29,-1.33,3,3183.8,3558.88,1,4139.83,1,2.24,497.3,0.4821,13.22,2,0.5175,-76.43,MEDIUM
SIM-0565,Mohit Verma,Bangalore,5,other,1.11,1.29,2,623.87,271.16,1,658.17,0,0.01,93.6,0.3363,19719.15,2,0.2459,270.1604,LOW
SIM-0566,Vikram Sharma,Bangalore,3,freelancer,10.83,-37.58,7,11773.57,6046.55,6,5900.0,5,16.19,3497.67,0.7802,-6201.59,8,0.7175,-325.4404,HIGH
SIM-0567,Priya Joshi,Indore,0,salaried,1.21,9.05,2,379.62,1829.03,0,785.86,0,0.28,76.15,0.3485,3747.45,1,0.3398,365.0977,LOW
SIM-0568,Amit Verma,Lucknow,0,salaried,1.58,2.39,1,1109.48,2157.68,0,10.13,0,0.52,52.49,0.2369,5062.82,0,0.1641,375.1108,LOW
SIM-0569,Pooja Malhotra,Mumbai,2,farmer,0.5,14.86,2,1105.84,569.34,0,715.78,0,1.74,196.87,0.0562,5348.22,1,0.3969,236.6771,LOW
SIM-0570,Kavita Nair,Delhi,1,self-employed,1.99,-0.69,2,4630.02,2434.99,2,1943.79,1,3.58,780.06,0.5985,-2116.27,1,0.5054,-81.1936,MEDIUM
SIM-0571,Nisha Bose,Kolkata,4,student,1.68,10.53,2,867.92,279.28,0,669.87,0,1.18,46.67,0.3139,5102.23,2,0.1945,88.9954,LOW
SIM-0572,Deepak Verma,Chennai,2,farmer,5.19,-5.56,5,6478.2,5620.46,3,2624.33,0,5.64,581.41,0.5408,-2028.82,1,0.5929,48.0193,MEDIUM
SIM-0573,Kavita Mehta,Jaipur,1,self-employed,7.98,-12.41,13,19005.44,4009.2,7,11960.96,3,5.05,626.65,0.7771,-3221.57,4,0.6054,-231.386,HIGH
SIM-0574,Suresh Sharma,Chennai,3,freelancer,0.82,17.85,2,1046.07,787.19,0,718.55,0,1.27,174.35,0.063,17276.0,0,0.3288,237.3002,LOW
SIM-0575,Deepak Singh,Hyderabad,3,freelancer,0.19,11.99,0,2968.37,2215.84,1,39.35,0,1.02,106.15,0.2852,19544.43,0,0.2795,162.6597,LOW
SIM-0576,Nisha Khan,Hyderabad,1,self-employed,0.21,2.91,2,742.54,2196.91,1,818.41,0,1.87,99.14,0.2262,19720.0,0,0.2179,52.9557,LOW
SIM-0577,Suresh Nair,Nagpur,3,freelancer,2.22,-14.04,6,5057.72,1586.08,3,4054.8,0,0.37,415.28,0.5077,-1408.76,4,0.5804,-29.7869,MEDIUM
SIM-0578,Deepak Desai,Pune,1,self-employed,3.15,-11.4,5,5980.45,4636.94,2,750.93,1,4.52,315.39,0.7061,234.67,2,0.387,-88.7944,MEDIUM
SIM-0579,Mohit Bose,Bangalore,5,other,4.61,-0.9,2,4625.54,2240.13,2,642.95,0,6.05,406.41,0.414,-2538.49,3,0.4321,44.631,MEDIUM
SIM-0580,Vikram Mehta,Pune,1,self-employed,4.65,-0.82,3,5999.16,2364.23,3,3199.35,1,4.95,604.0,0.5698,-923.46,1,0.5567,-86.2571,MEDIUM
SIM-0581,Arjun Khan,Delhi,4,student,0.14,5.14,0,2915.24,368.55,1,349.84,0,1.85,100.95,0.0543,3438.63,2,0.2727,303.42,LOW
SIM-0582,Suresh Khan,Indore,1,self-employed,23.65,-20.36,8,12882.16,4718.66,10,10615.36,4,13.3,2244.13,0.9342,-6802.21,6,0.6196,-403.4503,HIGH
SIM-0583,Nisha Verma,Bangalore,2,farmer,2.73,3.39,5,2145.43,4023.9,2,1859.91,1,2.57,480.95,0.486,-1095.96,4,0.4901,-31.5822,MEDIUM
SIM-0584,Rahul Iyer,Delhi,4,student,5.59,-12.19,6,7027.4,4583.22,3,2739.3,1,1.95,467.97,0.5076,-2342.84,2,0.4511,20.0448,MEDIUM
SIM-0585,Anjali Nair,Chennai,2,farmer,1.95,-2.16,6,1983.99,3753.04,2,1936.28,0,2.81,20.81,0.6912,136.88,2,0.4032,-98.0884,MEDIUM
SIM-0586,Pooja Joshi,Hyderabad,1,self-employed,0.31,2.43,1,597.6,1929.42,1,724.57,0,0.6,72.67,0.3657,1660.2,1,0.2261,53.3697,LOW
SIM-0587,Sneha Iyer,Ahmedabad,5,other,11.47,-15.46,8,10796.04,5507.26,7,16085.57,2,13.36,1172.79,0.8295,-14820.64,3,0.799,-226.2539,HIGH
SIM-0588,Sneha Singh,Pune,1,self-employed,1.05,-8.25,6,2081.97,1642.91,2,4654.43,0,5.12,288.96,0.5019,1111.82,2,0.3766,-145.8765,MEDIUM
SIM-0589,Suresh Singh,Nagpur,1,self-employed,3.43,-14.23,3,3956.82,5503.45,3,4250.09,0,0.56,522.03,0.6941,-386.78,1,0.5434,-107.8158,MEDIUM
SIM-0590,Suresh Bose,Jaipur,1,self-employed,0.31,19.68,1,800.17,579.78,1,948.32,0,1.75,77.28,0.0577,10417.42,1,0.2799,65.8861,LOW
SIM-0591,Vikram Khan,Indore,3,freelancer,6.95,-2.44,3,5060.17,5807.23,3,3810.64,1,4.56,763.08,0.7377,-2604.89,4,0.3738,-89.152,MEDIUM
SIM-0592,Arjun Patel,Bangalore,2,farmer,4.06,-5.65,4,5294.57,2529.16,3,4330.1,0,5.8,404.15,0.6008,-665.93,4,0.467,-96.997,MEDIUM
SIM-0593,Amit Sharma,Mumbai,5,other,3.64,-14.38,6,4881.85,5847.53,3,4523.11,0,6.12,196.01,0.5551,-742.66,1,0.4218,-68.4419,MEDIUM
SIM-0594,Vikram Iyer,Indore,0,salaried,0.17,19.79,2,1982.73,929.25,0,383.99,0,0.23,62.53,0.2697,17812.09,0,0.2624,158.3542,LOW
SIM-0595,Nisha Khan,Lucknow,5,other,0.07,6.28,0,1783.24,1536.13,0,606.18,0,0.79,169.69,0.093,14116.68,2,0.3821,75.2311,LOW
SIM-0596,Meera Sharma,Nagpur,5,other,4.82,-1.91,6,2361.11,1768.35,3,812.67,0,1.9,347.32,0.4813,1184.99,4,0.4724,47.4978,MEDIUM
SIM-0597,Rahul Sharma,Kolkata,1,self-employed,3.19,-3.53,2,6278.96,4568.95,1,3628.19,1,1.05,516.87,0.4621,72.29,1,0.5434,19.686,MEDIUM
SIM-0598,Amit Iyer,Pune,5,other,1.59,18.94,1,349.65,886.54,1,831.48,0,1.78,86.22,0.1425,17891.63,0,0.2392,268.6501,LOW
SIM-0599,Rajan Malhotra,Lucknow,0,salaried,6.5,-14.32,2,6069.09,5519.05,3,1868.52,0,4.18,639.29,0.4411,-1966.85,3,0.5126,-117.5373,MEDIUM
